Zeitpunkt;12cpGesamt@EnViSaGe-router00012
2018-04-30 23:00:00;0.48
2018-05-01 00:00:00;0.423991655076494
2018-05-01 01:00:00;0.43929068150208367
2018-05-01 02:00:00;0.3446527777777783
2018-05-01 03:00:00;0.4493137254901993
2018-05-01 04:00:00;0.2722284122562683
2018-05-01 05:00:00;0.317027777777777
2018-05-01 06:00:00;0.32031988873435424
2018-05-01 07:00:00;0.34334722222222247
2018-05-01 08:00:00;0.305034770514603
2018-05-01 09:00:00;0.5069861111111087
2018-05-01 10:00:00;0.40758333333333213
2018-05-01 11:00:00;0.26023611111111133
2018-05-01 12:00:00;0.30433333333333423
2018-05-01 13:00:00;0.2673574408901262
2018-05-01 14:00:00;0.29251738525730225
2018-05-01 15:00:00;0.2779276773296243
2018-05-01 16:00:00;0.28702928870292777
2018-05-01 17:00:00;0.2938888888888901
2018-05-01 18:00:00;0.33745833333333347
2018-05-01 19:00:00;0.4299582753824728
2018-05-01 20:00:00;0.4860917941585549
2018-05-01 21:00:00;0.5606128133704701
2018-05-01 22:00:00;0.5982361111111079
2018-05-01 23:00:00;0.5933888888888899
2018-05-02 00:00:00;0.3321418636995846
2018-05-02 01:00:00;0.2718497913769138
2018-05-02 02:00:00;0.29579166666666706
2018-05-02 03:00:00;0.30493723849372373
2018-05-02 04:00:00;0.27843055555555296
2018-05-02 05:00:00;0.2645400593471825
2018-05-02 06:00:00;0.3660455192034142
2018-05-02 07:00:00;0.43445833333333367
2018-05-02 08:00:00;0.4341283124128313
2018-05-02 09:00:00;0.2637552155771902
2018-05-02 10:00:00;0.3041249999999988
2018-05-02 11:00:00;0.25428372739916605
2018-05-02 12:00:00;0.28008333333333485
2018-05-02 13:00:00;0.2791933240611945
2018-05-02 14:00:00;0.28603616133518633
2018-05-02 15:00:00;0.24980555555555545
2018-05-02 16:00:00;0.5716689847009744
2018-05-02 17:00:00;0.6375277777777748
2018-05-02 18:00:00;0.3998887343532695
2018-05-02 19:00:00;0.5747499999999981
2018-05-02 20:00:00;0.49153846153846376
2018-05-02 21:00:00;0.517590529247915
2018-05-02 22:00:00;0.4546518105849553
2018-05-02 23:00:00;0.6828888888888813
2018-05-03 00:00:00;0.6411527777777812
2018-05-03 01:00:00;0.6904999999999958
2018-05-03 02:00:00;0.29052851182197414
2018-05-03 03:00:00;0.2987078651685402
2018-05-03 04:00:00;0.25722841225626747
2018-05-03 05:00:00;0.2912239221140485
2018-05-03 06:00:00;1.097023643949931
2018-05-03 07:00:00;0.8121169916434468
2018-05-03 08:00:00;0.7336262203626177
2018-05-03 09:00:00;0.3007927677329637
2018-05-03 10:00:00;0.27151810584958175
2018-05-03 11:00:00;0.2997222222222239
2018-05-03 12:00:00;0.29181944444444546
2018-05-03 13:00:00;1.5595688456189167
2018-05-03 14:00:00;0.8013231197771582
2018-05-03 15:00:00;0.764972222222222
2018-05-03 16:00:00;0.5597361111111153
2018-05-03 17:00:00;0.3591944444444446
2018-05-03 18:00:00;0.42251738525729593
2018-05-03 19:00:00;0.659888888888884
2018-05-03 20:00:00;0.5306675938803864
2018-05-03 21:00:00;0.6195132127955502
2018-05-03 22:00:00;0.5165555555555497
2018-05-03 23:00:00;0.6145618915159925
2018-05-04 00:00:00;0.654597222222223
2018-05-04 01:00:00;0.6055277777777762
2018-05-04 02:00:00;0.521666666666667
2018-05-04 03:00:00;0.47714082503556043
2018-05-04 04:00:00;0.2800694444444438
2018-05-04 05:00:00;0.28772222222222305
2018-05-04 06:00:00;0.3067361111111117
2018-05-04 07:00:00;0.4681250000000002
2018-05-04 08:00:00;0.40542420027816317
2018-05-04 09:00:00;0.25827298050139275
2018-05-04 10:00:00;0.3035006973500695
2018-05-04 11:00:00;0.26947148817802447
2018-05-04 12:00:00;0.3111002785515325
2018-05-04 13:00:00;0.2895804195804205
2018-05-04 14:00:00;0.2923849372384939
2018-05-04 15:00:00;0.34002781641168234
2018-05-04 16:00:00;0.3335187760778885
2018-05-04 17:00:00;0.3195827538247585
2018-05-04 18:00:00;0.31423611111111
2018-05-04 19:00:00;0.3881111111111104
2018-05-04 20:00:00;1.1730138888888837
2018-05-04 21:00:00;1.0319914651493638
2018-05-04 22:00:00;0.48238493723849374
2018-05-04 23:00:00;0.42178025034770467
2018-05-05 00:00:00;0.2893602225312941
2018-05-05 01:00:00;0.323671766342143
2018-05-05 02:00:00;0.30112499999999903
2018-05-05 03:00:00;0.27158995815899595
2018-05-05 04:00:00;0.29692628650904107
2018-05-05 05:00:00;0.2881203007518802
2018-05-05 06:00:00;0.3364539007092191
2018-05-05 07:00:00;0.28315277777778025
2018-05-05 08:00:00;0.545805555555555
2018-05-05 09:00:00;0.3447214484679677
2018-05-05 10:00:00;0.6198611111111105
2018-05-05 11:00:00;0.44374130737135314
2018-05-05 12:00:00;0.28172461752434025
2018-05-05 13:00:00;0.31930458970792797
2018-05-05 14:00:00;0.3076077885952734
2018-05-05 15:00:00;0.33701388888889117
2018-05-05 16:00:00;0.28022222222222204
2018-05-05 17:00:00;0.29176880222841356
2018-05-05 18:00:00;0.31891666666666735
2018-05-05 19:00:00;0.33719444444444635
2018-05-05 20:00:00;0.6313630041724619
2018-05-05 21:00:00;1.0185714285714298
2018-05-05 22:00:00;0.6098888888888898
2018-05-05 23:00:00;0.522726008344924
2018-05-06 00:00:00;0.5684583333333304
2018-05-06 01:00:00;0.47279166666666794
2018-05-06 02:00:00;0.3357499999999993
2018-05-06 03:00:00;0.30469014084507123
2018-05-06 04:00:00;0.26446453407510356
2018-05-06 05:00:00;0.3237500000000031
2018-05-06 06:00:00;0.2961335187760768
2018-05-06 07:00:00;0.29174999999999846
2018-05-06 08:00:00;0.4040000000000009
2018-05-06 09:00:00;0.36886111111111075
2018-05-06 10:00:00;1.252347222222228
2018-05-06 11:00:00;1.0176250000000024
2018-05-06 12:00:00;1.4200138888888887
2018-05-06 13:00:00;0.4378888888888876
2018-05-06 14:00:00;0.3117361111111102
2018-05-06 15:00:00;0.31484005563282363
